Region,Country,Brand,Model,Type,Seats,Doors,Year,Transmission,Fuel Type,Volume,Coverage
Europe,LTU,Volvo,XC60,SUV,5,5,2007,Auto,Petrol/Diesel/Hybrid,1227743.00,90
Europe,LTU,Volvo,XC90,SUV,7,5,2017,Auto,Petrol/Diesel/Hybrid,4737184.00,61
Europe,LTU,Volvo,V40,Hatchback,5,5,2018,Manual/Auto,Petrol/Diesel,3478480.00,68
Europe,LTU,Volvo,V40 Cross Country,Hatchback,5,5,2016,Manual/Auto,Petrol/Diesel,6035885.00,51
Europe,LTU,Volvo,S60,Sedan,5,4,2013,Auto,Petrol/Hybrid,7409294.00,95
Europe,LTU,Volvo,S90,Sedan,5,4,2016,Auto,Petrol/Hybrid,7056559.00,62
Europe,LTU,Volvo,V60,Station Wagon,5,5,2023,Manual/Auto,Petrol/Diesel/Hybrid,4819502.00,74
Europe,LTU,Volvo,V90,Station Wagon,5,5,2000,Auto,Petrol/Hybrid,3971344.00,78
Europe,LTU,Volvo,V90 Cross Country,Station Wagon,5,5,2014,Auto,Petrol/Hybrid,2735619.00,55
Europe,LTU,Volvo,C40 Recharge,SUV-Coupe,5,5,2022,Auto,Electric,8388646.00,50
Europe,LTU,Volvo,XC40 Recharge,SUV,5,5,2005,Auto,Electric,624433.00,73
Europe,LTU,Volvo,XC60 Recharge,SUV,5,5,2002,Auto,Hybrid/Electric,1943343.00,50
Europe,LTU,Volvo,XC90 Recharge,SUV,7,5,2007,Auto,Hybrid/Electric,4229844.00,91
Europe,LTU,Volvo,S60 Recharge,Sedan,5,4,2014,Auto,Hybrid/Electric,8079955.00,83
Europe,LTU,Volvo,S90 Recharge,Sedan,5,4,2002,Auto,Hybrid/Electric,3436380.00,80
Europe,LTU,Volvo,V60 Recharge,Station Wagon,5,5,2003,Auto,Hybrid/Electric,9707173.00,65
Europe,LTU,Volvo,V90 Recharge,Station Wagon,5,5,2021,Auto,Hybrid/Electric,2101276.00,55
Europe,LUX,Audi,A3,Sedan,5,4,2011,Automatic,Gasoline/Diesel,1375548.00,76
Europe,LUX,Audi,A4,Sedan,5,4,2011,Automatic,Gasoline/Diesel,4408678.00,99
Europe,LUX,Audi,A5,Coupe,4,2,2003,Automatic,Gasoline/Diesel,213160.00,100
Europe,LUX,Audi,A6,Sedan,5,4,2023,Automatic,Gasoline/Diesel,684986.00,59
Europe,LUX,Audi,Q2,SUV,5,5,2018,Automatic,Gasoline/Diesel,7030747.00,58
Europe,LUX,Audi,Q3,SUV,5,5,2008,Automatic,Gasoline/Diesel,1091531.00,67
Europe,LUX,Audi,Q5,SUV,5,5,2005,Automatic,Gasoline/Diesel,9705337.00,98
Europe,LUX,Audi,Q7,SUV,7,4,2010,Automatic,Gasoline/Diesel,6570729.00,77
Europe,LUX,BMW,1 Series,Hatchback,5,5,2010,Manual,Gasoline/Diesel,6054400.00,60
Europe,LUX,BMW,2 Series,Coupe,4,2,2016,Automatic,Gasoline/Diesel,3963616.00,73
Europe,LUX,BMW,3 Series,Sedan,5,4,2016,Automatic,Gasoline/Diesel,3084741.00,59
Europe,LUX,BMW,4 Series,Coupe,4,2,2022,Automatic,Gasoline/Diesel,3114350.00,62
Europe,LUX,BMW,5 Series,Sedan,5,4,2003,Automatic,Gasoline/Diesel,5065549.00,64
Europe,LUX,BMW,7 Series,Sedan,5,4,2008,Automatic,Gasoline/Diesel,2928309.00,96
Europe,LUX,Ford,Fiesta,Hatchback,5,5,2009,Manual,Gasoline,7374120.00,80
Europe,LUX,Ford,Focus,Hatchback,5,5,2000,Automatic,Gasoline/Diesel,7508147.00,94
Europe,LUX,Ford,Mondeo,Sedan,5,4,2014,Automatic,Gasoline/Diesel,6814480.00,69
Europe,LUX,Ford,Kuga,SUV,5,5,2021,Automatic,Gasoline/Diesel,6328807.00,98
Europe,LUX,Mercedes-Benz,A-Class,Hatchback,5,5,2016,Automatic,Gasoline/Diesel,8179798.00,97
Europe,LUX,Mercedes-Benz,C-Class,Sedan,5,4,2019,Automatic,Gasoline/Diesel,5086701.00,58
Europe,LUX,Mercedes-Benz,E-Class,Sedan,5,4,2018,Automatic,Gasoline/Diesel,1453422.00,96
Europe,LUX,Mercedes-Benz,S-Class,Sedan,5,4,2003,Automatic,Gasoline/Diesel,8147409.00,66
Europe,LUX,Mercedes-Benz,GLA-Class,SUV,5,5,2011,Automatic,Gasoline/Diesel,287750.00,87
Europe,LUX,Mercedes-Benz,GLC-Class,SUV,5,5,2001,Automatic,Gasoline/Diesel,2023673.00,96
Europe,LUX,Opel,Corsa,Hatchback,5,5,2021,Manual,Gasoline/ Diesel,5605213.00,98
Europe,LUX,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2017,Manual/ Automatic,Gasoline/ Diesel,6346243.00,92
Europe,LUX,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2010,Manual/ Automatic,Gasoline/ Diesel,9693806.00,87
Europe,LUX,Peugeot,208,Hatchback,5,3,2021,Manual/ Automatic,Gasoline/ Diesel,1502641.00,58
Europe,LUX,Peugeot,308,Hatchback/ Wagon,5,5,2008,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,4945712.00,100
Europe,LUX,Peugeot,2008,SUV,5,5,2005,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,4476766.00,67
Europe,LUX,Renault,Clio,Hatchback,5,5,2014,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,2917159.00,91
Europe,LUX,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2006,Manual/ Automatic,Gasoline/ Diesel,8128936.00,79
Europe,LUX,Renault,Captur,SUV,5,5,2016,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,4095191.00,64
Europe,LUX,Seat,Ibiza,Hatchback,5,3,2009,Manual/ Automatic,Gasoline/ Natural Gas,7955223.00,95
Europe,LUX,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2020,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,5049896.00,62
Europe,LUX,Seat,Ateca,SUV,5,5,2009,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,2316036.00,55
Europe,LUX,Skoda,Fabia,Hatchback,5,5,2021,Manual,Petrol/ Diesel,3116650.00,71
Europe,LUX,Skoda,Octavia,Sedan/ Estate,5,4,2016,Manual/ Automatic,Petrol/ Diesel/ Hybrid,3544703.00,76
Europe,LUX,Skoda,Superb,Sedan/ Estate,5,4,2015,Manual/ Automatic,Petrol/ Diesel/ Hybrid,7945902.00,91
Europe,LUX,Smart,Fortwo,Coupe/ Cabrio,2,2,2002,Automatic,Electric,422086.00,98
Europe,LUX,Smart,Forfour,Hatchback,4,5,2001,Automatic,Electric,3696839.00,79
Europe,LUX,Subaru,Impreza,Hatchback,5,5,2004,Manual/ Automatic,Petrol,8360841.00,62
Europe,LUX,Subaru,Legacy,Sedan/ Estate,5,4,2019,Manual/ Automatic,Petrol,8319384.00,66
Europe,LUX,Subaru,Outback,SUV,5,5,2000,Automatic,Petrol,1195806.00,78
Europe,LUX,Suzuki,Swift,Hatchback,5,5,2011,Manual/ Automatic,Petrol/ Hybrid,6390166.00,62
Europe,LUX,Suzuki,Ignis,SUV,4,5,2004,Manual/ Automatic,Petrol/ Hybrid,1659638.00,66
Europe,LUX,Suzuki,Vitara,SUV,5,5,2023,Manual/ Automatic,Petrol/ Hybrid,1713895.00,50
Europe,LUX,Tesla,Model 3,Sedan,5,4,2013,Automatic,Electric,8919466.00,96
Europe,LUX,Tesla,Model S,Sedan,5,4,2019,Automatic,Electric,7279717.00,73
Europe,LUX,Tesla,Model X,SUV,7,4,2004,Automatic,Electric,5721745.00,77
Europe,LUX,Tesla,Model Y,SUV,7,4,2016,Automatic,Electric,4241669.00,98
Europe,LUX,Toyota,Aygo,Hatchback,4,5,2013,Manual/ Automatic,Petrol,8246153.00,57
Europe,LUX,Toyota,Yaris,Hatchback,5,5,2020,Manual/ Automatic,Petrol/ Hybrid,5220914.00,74
Europe,LUX,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2000,Manual/ Automatic,Petrol/ Hybrid,1651076.00,78
Europe,LUX,Toyota,Camry,Sedan,5,4,2018,Automatic,Petrol/ Hybrid,2244559.00,92
Europe,LUX,Toyota,RAV4,SUV,5,5,2001,Manual/ Automatic,Petrol/ Hybrid,3611003.00,53
Europe,LUX,Toyota,Highlander,SUV,7,4,2008,Automatic,Hybrid,8060951.00,68
Europe,LUX,Toyota,Land Cruiser,SUV,7,4,2005,Automatic,Diesel,8629742.00,86
Europe,LUX,Volkswagen,up!,Hatchback,4,5,2018,Manual,Petrol,1244020.00,50
Europe,LUX,Volkswagen,Polo,Hatchback,5,5,2003,Manual/Auto,Petrol/Diesel,2299984.00,75
Europe,LUX,Volkswagen,Golf,Hatchback,5,5,2003,Manual/Auto,Petrol/Diesel,123317.00,69
Europe,LUX,Volkswagen,Golf Sportsvan,MPV,5,5,2005,Manual/Auto,Petrol/Diesel,2318132.00,68
Europe,LUX,Volkswagen,T-Cross,SUV,5,5,2018,Manual/Auto,Petrol/Diesel,6517306.00,98
Europe,LUX,Volkswagen,T-Roc,SUV,5,5,2005,Manual/Auto,Petrol/Diesel,4048950.00,83
Europe,LUX,Volkswagen,Tiguan,SUV,7,5,2010,Manual/Auto,Petrol/Diesel,5250862.00,55
Europe,LUX,Volkswagen,Tiguan Allspace,SUV,7,5,2023,Manual/Auto,Petrol/Diesel,1130825.00,53
Europe,LUX,Volkswagen,Touareg,SUV,5,5,2004,Auto,Diesel,5444029.00,93
Europe,LUX,Volkswagen,Arteon,Sedan,5,5,2015,Manual/Auto,Petrol/Diesel,3006920.00,91
Europe,LUX,Volkswagen,Passat,Sedan/Station Wagon,5,5,2003,Manual/Auto,Petrol/Diesel,8357619.00,50
Europe,LUX,Volkswagen,Passat Variant,Station Wagon,5,5,2007,Manual/Auto,Petrol/Diesel,7537769.00,79
Europe,LUX,Volkswagen,e-up!,Hatchback,4,5,2014,Auto,Electric,2211577.00,89
Europe,LUX,Volkswagen,e-Golf,Hatchback,5,5,2000,Auto,Electric,4040743.00,50
Europe,LUX,Volkswagen,Golf GTE,Hatchback,5,5,2016,Auto,Hybrid,3379213.00,59
Europe,LUX,Volkswagen,Passat GTE,Sedan/Station Wagon,5,5,2007,Auto,Hybrid,1278503.00,99
Europe,LUX,Volkswagen,Touareg R,SUV,5,5,2001,Auto,Hybrid,7209741.00,77
Europe,LUX,Volvo,XC40,SUV,5,5,2005,Manual/Auto,Petrol/Diesel/Hybrid,7499322.00,98
Europe,LUX,Volvo,XC60,SUV,5,5,2000,Auto,Petrol/Diesel/Hybrid,8952630.00,76
Europe,LUX,Volvo,XC90,SUV,7,5,2002,Auto,Petrol/Diesel/Hybrid,4853397.00,74
Europe,LUX,Volvo,V40,Hatchback,5,5,2022,Manual/Auto,Petrol/Diesel,5954900.00,85
Europe,LUX,Volvo,V40 Cross Country,Hatchback,5,5,2015,Manual/Auto,Petrol/Diesel,7373813.00,96
Europe,LUX,Volvo,S60,Sedan,5,4,2014,Auto,Petrol/Hybrid,2638502.00,61
Europe,LUX,Volvo,S90,Sedan,5,4,2000,Auto,Petrol/Hybrid,8560187.00,92
Europe,LUX,Volvo,V60,Station Wagon,5,5,2023,Manual/Auto,Petrol/Diesel/Hybrid,9818593.00,94
Europe,LUX,Volvo,V90,Station Wagon,5,5,2009,Auto,Petrol/Hybrid,6803860.00,97
Europe,LUX,Volvo,V90 Cross Country,Station Wagon,5,5,2009,Auto,Petrol/Hybrid,3216370.00,84
Europe,LUX,Volvo,C40 Recharge,SUV-Coupe,5,5,2022,Auto,Electric,717023.00,99
Europe,LUX,Volvo,XC40 Recharge,SUV,5,5,2002,Auto,Electric,7355022.00,55
Europe,LUX,Volvo,XC60 Recharge,SUV,5,5,2023,Auto,Hybrid/Electric,5457843.00,53
Europe,LUX,Volvo,XC90 Recharge,SUV,7,5,2018,Auto,Hybrid/Electric,975079.00,70
Europe,LUX,Volvo,S60 Recharge,Sedan,5,4,2014,Auto,Hybrid/Electric,637764.00,89
Europe,LUX,Volvo,S90 Recharge,Sedan,5,4,2012,Auto,Hybrid/Electric,3581000.00,91
Europe,LUX,Volvo,V60 Recharge,Station Wagon,5,5,2012,Auto,Hybrid/Electric,1948143.00,67
Europe,LUX,Volvo,V90 Recharge,Station Wagon,5,5,2014,Auto,Hybrid/Electric,3419969.00,50
Europe,MLT,Audi,A1,Hatchback,4,3,2009,Manual,Gasoline,983135.00,61
Europe,MLT,Audi,A3,Sedan,5,4,2021,Automatic,Gasoline/Diesel,3669091.00,96
Europe,MLT,Audi,A4,Sedan,5,4,2005,Automatic,Gasoline/Diesel,4333918.00,85
Europe,MLT,Audi,A5,Coupe,4,2,2014,Automatic,Gasoline/Diesel,4083903.00,76
Europe,MLT,Audi,A6,Sedan,5,4,2007,Automatic,Gasoline/Diesel,313445.00,84
Europe,MLT,Audi,Q2,SUV,5,5,2018,Automatic,Gasoline/Diesel,8318390.00,92
Europe,MLT,Audi,Q3,SUV,5,5,2006,Automatic,Gasoline/Diesel,7927113.00,74
Europe,MLT,Audi,Q5,SUV,5,5,2002,Automatic,Gasoline/Diesel,2168930.00,84
Europe,MLT,Audi,Q7,SUV,7,4,2018,Automatic,Gasoline/Diesel,2650945.00,51
Europe,MLT,BMW,1 Series,Hatchback,5,5,2006,Manual,Gasoline/Diesel,8087720.00,55
Europe,MLT,BMW,2 Series,Coupe,4,2,2023,Automatic,Gasoline/Diesel,8124929.00,61
Europe,MLT,BMW,3 Series,Sedan,5,4,2023,Automatic,Gasoline/Diesel,734396.00,77
Europe,MLT,BMW,4 Series,Coupe,4,2,2018,Automatic,Gasoline/Diesel,457586.00,85
Europe,MLT,BMW,5 Series,Sedan,5,4,2004,Automatic,Gasoline/Diesel,4856324.00,99
Europe,MLT,BMW,7 Series,Sedan,5,4,2018,Automatic,Gasoline/Diesel,1021296.00,85
Europe,MLT,Ford,Fiesta,Hatchback,5,5,2000,Manual,Gasoline,724439.00,82
Europe,MLT,Ford,Focus,Hatchback,5,5,2013,Automatic,Gasoline/Diesel,6166586.00,82
Europe,MLT,Ford,Mondeo,Sedan,5,4,2012,Automatic,Gasoline/Diesel,5240054.00,61
Europe,MLT,Ford,Kuga,SUV,5,5,2002,Automatic,Gasoline/Diesel,1276800.00,62
Europe,MLT,Mercedes-Benz,A-Class,Hatchback,5,5,2011,Automatic,Gasoline/Diesel,1875578.00,61
Europe,MLT,Mercedes-Benz,C-Class,Sedan,5,4,2019,Automatic,Gasoline/Diesel,6006289.00,95
Europe,MLT,Mercedes-Benz,E-Class,Sedan,5,4,2019,Automatic,Gasoline/Diesel,6022764.00,92
Europe,MLT,Mercedes-Benz,S-Class,Sedan,5,4,2013,Automatic,Gasoline/Diesel,6544367.00,62
Europe,MLT,Mercedes-Benz,GLA-Class,SUV,5,5,2006,Automatic,Gasoline/Diesel,8246112.00,72
Europe,MLT,Mercedes-Benz,GLC-Class,SUV,5,5,2003,Automatic,Gasoline/Diesel,1193158.00,87
Europe,MLT,Opel,Corsa,Hatchback,5,5,2021,Manual,Gasoline/ Diesel,3313938.00,51
Europe,MLT,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2004,Manual/ Automatic,Gasoline/ Diesel,9058021.00,67
Europe,MLT,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2011,Manual/ Automatic,Gasoline/ Diesel,2871786.00,63
Europe,MLT,Peugeot,208,Hatchback,5,3,2019,Manual/ Automatic,Gasoline/ Diesel,6886979.00,83
Europe,MLT,Peugeot,308,Hatchback/ Wagon,5,5,2000,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,928633.00,83
Europe,MLT,Peugeot,2008,SUV,5,5,2006,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,5315994.00,66
Europe,MLT,Renault,Clio,Hatchback,5,5,2007,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,4577686.00,57
Europe,MLT,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2020,Manual/ Automatic,Gasoline/ Diesel,6483671.00,90
Europe,MLT,Renault,Captur,SUV,5,5,2007,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,7760344.00,83
Europe,MLT,Seat,Ibiza,Hatchback,5,3,2013,Manual/ Automatic,Gasoline/ Natural Gas,3023089.00,55
Europe,MLT,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2007,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,1452205.00,70
Europe,MLT,Seat,Ateca,SUV,5,5,2018,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,2844800.00,99
Europe,MLT,Skoda,Fabia,Hatchback,5,5,2022,Manual,Petrol/ Diesel,8693358.00,76
Europe,MLT,Skoda,Octavia,Sedan/ Estate,5,4,2016,Manual/ Automatic,Petrol/ Diesel/ Hybrid,7512520.00,52
Europe,MLT,Skoda,Superb,Sedan/ Estate,5,4,2007,Manual/ Automatic,Petrol/ Diesel/ Hybrid,4244124.00,78
Europe,MLT,Smart,Fortwo,Coupe/ Cabrio,2,2,2006,Automatic,Electric,3123548.00,51
Europe,MLT,Smart,Forfour,Hatchback,4,5,2011,Automatic,Electric,3897483.00,87
Europe,MLT,Subaru,Impreza,Hatchback,5,5,2007,Manual/ Automatic,Petrol,837752.00,84
Europe,MLT,Subaru,Legacy,Sedan/ Estate,5,4,2003,Manual/ Automatic,Petrol,9507424.00,74
Europe,MLT,Subaru,Outback,SUV,5,5,2006,Automatic,Petrol,2679121.00,98
Europe,MLT,Suzuki,Swift,Hatchback,5,5,2009,Manual/ Automatic,Petrol/ Hybrid,7023453.00,99
Europe,MLT,Suzuki,Ignis,SUV,4,5,2012,Manual/ Automatic,Petrol/ Hybrid,3096210.00,96
Europe,MLT,Suzuki,Vitara,SUV,5,5,2010,Manual/ Automatic,Petrol/ Hybrid,7438701.00,84
Europe,MLT,Tesla,Model 3,Sedan,5,4,2014,Automatic,Electric,112664.00,73
Europe,MLT,Tesla,Model S,Sedan,5,4,2002,Automatic,Electric,2699661.00,96
Europe,MLT,Tesla,Model X,SUV,7,4,2013,Automatic,Electric,9871505.00,70
Europe,MLT,Tesla,Model Y,SUV,7,4,2014,Automatic,Electric,6022653.00,77
Europe,MLT,Toyota,Aygo,Hatchback,4,5,2005,Manual/ Automatic,Petrol,4397607.00,83
Europe,MLT,Toyota,Yaris,Hatchback,5,5,2011,Manual/ Automatic,Petrol/ Hybrid,1535583.00,85
Europe,MLT,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2007,Manual/ Automatic,Petrol/ Hybrid,2795498.00,85
Europe,MLT,Toyota,Camry,Sedan,5,4,2002,Automatic,Petrol/ Hybrid,1461194.00,78
Europe,MLT,Toyota,RAV4,SUV,5,5,2007,Manual/ Automatic,Petrol/ Hybrid,473306.00,86
Europe,MLT,Toyota,Highlander,SUV,7,4,2019,Automatic,Hybrid,8419832.00,78
Europe,MLT,Toyota,Land Cruiser,SUV,7,4,2008,Automatic,Diesel,5081450.00,66
Europe,MLT,Volkswagen,up!,Hatchback,4,5,2010,Manual,Petrol,110128.00,54
Europe,MLT,Volkswagen,Polo,Hatchback,5,5,2013,Manual/Auto,Petrol/Diesel,5362372.00,84
Europe,MLT,Volkswagen,Golf,Hatchback,5,5,2003,Manual/Auto,Petrol/Diesel,6817288.00,53
Europe,MLT,Volkswagen,Golf Sportsvan,MPV,5,5,2012,Manual/Auto,Petrol/Diesel,3371636.00,86
Europe,MLT,Volkswagen,T-Cross,SUV,5,5,2013,Manual/Auto,Petrol/Diesel,9128796.00,97
Europe,MLT,Volkswagen,T-Roc,SUV,5,5,2020,Manual/Auto,Petrol/Diesel,456135.00,82
Europe,MLT,Volkswagen,Tiguan,SUV,7,5,2020,Manual/Auto,Petrol/Diesel,9584093.00,95
Europe,MLT,Volkswagen,Tiguan Allspace,SUV,7,5,2021,Manual/Auto,Petrol/Diesel,406989.00,75
Europe,MLT,Volkswagen,Touareg,SUV,5,5,2009,Auto,Diesel,5431311.00,83
Europe,MLT,Volkswagen,Arteon,Sedan,5,5,2017,Manual/Auto,Petrol/Diesel,4381168.00,85
Europe,MLT,Volkswagen,Passat,Sedan/Station Wagon,5,5,2019,Manual/Auto,Petrol/Diesel,3798635.00,88
Europe,MLT,Volkswagen,Passat Variant,Station Wagon,5,5,2006,Manual/Auto,Petrol/Diesel,270203.00,96
Europe,MLT,Volkswagen,e-up!,Hatchback,4,5,2013,Auto,Electric,9991095.00,76
Europe,MLT,Volkswagen,e-Golf,Hatchback,5,5,2015,Auto,Electric,5267144.00,98
Europe,MLT,Volkswagen,Golf GTE,Hatchback,5,5,2015,Auto,Hybrid,7775653.00,51
Europe,MLT,Volkswagen,Passat GTE,Sedan/Station Wagon,5,5,2020,Auto,Hybrid,5267810.00,81
Europe,MLT,Volkswagen,Touareg R,SUV,5,5,2018,Auto,Hybrid,7857950.00,99
Europe,MLT,Volvo,XC40,SUV,5,5,2005,Manual/Auto,Petrol/Diesel/Hybrid,1082058.00,90
Europe,MLT,Volvo,XC60,SUV,5,5,2008,Auto,Petrol/Diesel/Hybrid,8172401.00,89
Europe,MLT,Volvo,XC90,SUV,7,5,2020,Auto,Petrol/Diesel/Hybrid,3932123.00,59
Europe,MLT,Volvo,V40,Hatchback,5,5,2009,Manual/Auto,Petrol/Diesel,7031466.00,77
Europe,MLT,Volvo,V40 Cross Country,Hatchback,5,5,2005,Manual/Auto,Petrol/Diesel,2024237.00,65
Europe,MLT,Volvo,S60,Sedan,5,4,2023,Auto,Petrol/Hybrid,3923947.00,68
Europe,MLT,Volvo,S90,Sedan,5,4,2011,Auto,Petrol/Hybrid,9752829.00,79
Europe,MLT,Volvo,V60,Station Wagon,5,5,2005,Manual/Auto,Petrol/Diesel/Hybrid,3857581.00,66
Europe,MLT,Volvo,V90,Station Wagon,5,5,2000,Auto,Petrol/Hybrid,6461957.00,57
Europe,MLT,Volvo,V90 Cross Country,Station Wagon,5,5,2003,Auto,Petrol/Hybrid,4319615.00,73
Europe,MLT,Volvo,C40 Recharge,SUV-Coupe,5,5,2015,Auto,Electric,4610534.00,50
Europe,MLT,Volvo,XC40 Recharge,SUV,5,5,2011,Auto,Electric,8726583.00,63
Europe,MLT,Volvo,XC60 Recharge,SUV,5,5,2013,Auto,Hybrid/Electric,1331824.00,84
Europe,MLT,Volvo,XC90 Recharge,SUV,7,5,2017,Auto,Hybrid/Electric,9243478.00,94
Europe,MLT,Volvo,S60 Recharge,Sedan,5,4,2020,Auto,Hybrid/Electric,5617174.00,66
Europe,MLT,Volvo,S90 Recharge,Sedan,5,4,2017,Auto,Hybrid/Electric,4144527.00,88
Europe,MLT,Volvo,V60 Recharge,Station Wagon,5,5,2020,Auto,Hybrid/Electric,9617330.00,70
Europe,MLT,Volvo,V90 Recharge,Station Wagon,5,5,2009,Auto,Hybrid/Electric,8208995.00,62
Europe,NLD,Audi,A1,Hatchback,4,3,2003,Manual,Gasoline,6529361.00,93
Europe,NLD,Audi,A3,Sedan,5,4,2013,Automatic,Gasoline/Diesel,9138964.00,86
Europe,NLD,Audi,A4,Sedan,5,4,2014,Automatic,Gasoline/Diesel,6343832.00,77
Europe,NLD,Audi,A5,Coupe,4,2,2016,Automatic,Gasoline/Diesel,8757333.00,77
Europe,NLD,Audi,A6,Sedan,5,4,2014,Automatic,Gasoline/Diesel,6250541.00,84
Europe,NLD,Audi,Q2,SUV,5,5,2010,Automatic,Gasoline/Diesel,6287103.00,100
Europe,NLD,Audi,Q3,SUV,5,5,2011,Automatic,Gasoline/Diesel,7450513.00,93
Europe,NLD,Audi,Q5,SUV,5,5,2013,Automatic,Gasoline/Diesel,5525502.00,86
Europe,NLD,Audi,Q7,SUV,7,4,2016,Automatic,Gasoline/Diesel,2850469.00,78
Europe,NLD,BMW,1 Series,Hatchback,5,5,2019,Manual,Gasoline/Diesel,1588534.00,60
Europe,NLD,BMW,2 Series,Coupe,4,2,2014,Automatic,Gasoline/Diesel,4888268.00,88
Europe,NLD,BMW,3 Series,Sedan,5,4,2001,Automatic,Gasoline/Diesel,5076950.00,52
Europe,NLD,BMW,4 Series,Coupe,4,2,2019,Automatic,Gasoline/Diesel,9256931.00,55
Europe,NLD,BMW,5 Series,Sedan,5,4,2016,Automatic,Gasoline/Diesel,7995709.00,99
Europe,NLD,BMW,7 Series,Sedan,5,4,2018,Automatic,Gasoline/Diesel,3775676.00,50
Europe,NLD,Ford,Fiesta,Hatchback,5,5,2021,Manual,Gasoline,2526555.00,77
Europe,NLD,Ford,Focus,Hatchback,5,5,2007,Automatic,Gasoline/Diesel,9710254.00,81
Europe,NLD,Ford,Mondeo,Sedan,5,4,2001,Automatic,Gasoline/Diesel,2634872.00,57
Europe,NLD,Ford,Kuga,SUV,5,5,2021,Automatic,Gasoline/Diesel,1791548.00,63
Europe,NLD,Mercedes-Benz,A-Class,Hatchback,5,5,2003,Automatic,Gasoline/Diesel,8066474.00,50
Europe,NLD,Mercedes-Benz,C-Class,Sedan,5,4,2006,Automatic,Gasoline/Diesel,5670065.00,68
Europe,NLD,Mercedes-Benz,E-Class,Sedan,5,4,2000,Automatic,Gasoline/Diesel,2338672.00,86
Europe,NLD,Mercedes-Benz,S-Class,Sedan,5,4,2008,Automatic,Gasoline/Diesel,6014184.00,85
Europe,NLD,Mercedes-Benz,GLA-Class,SUV,5,5,2009,Automatic,Gasoline/Diesel,5021623.00,97
Europe,NLD,Mercedes-Benz,GLC-Class,SUV,5,5,2001,Automatic,Gasoline/Diesel,9584180.00,67
Europe,NLD,Opel,Corsa,Hatchback,5,5,2006,Manual,Gasoline/ Diesel,8083060.00,92
Europe,NLD,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2018,Manual/ Automatic,Gasoline/ Diesel,6633172.00,78
Europe,NLD,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2005,Manual/ Automatic,Gasoline/ Diesel,8273434.00,71
Europe,NLD,Peugeot,208,Hatchback,5,3,2009,Manual/ Automatic,Gasoline/ Diesel,9614198.00,73
Europe,NLD,Peugeot,308,Hatchback/ Wagon,5,5,2004,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,8082050.00,62
Europe,NLD,Peugeot,2008,SUV,5,5,2017,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,6900050.00,73
Europe,NLD,Renault,Clio,Hatchback,5,5,2012,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,3934247.00,56
Europe,NLD,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2013,Manual/ Automatic,Gasoline/ Diesel,5060037.00,57
Europe,NLD,Renault,Captur,SUV,5,5,2009,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,18603.00,92
Europe,NLD,Seat,Ibiza,Hatchback,5,3,2001,Manual/ Automatic,Gasoline/ Natural Gas,6394873.00,78
Europe,NLD,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2019,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,198229.00,80
Europe,NLD,Seat,Ateca,SUV,5,5,2000,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,5689692.00,76
Europe,NLD,Skoda,Fabia,Hatchback,5,5,2008,Manual,Petrol/ Diesel,4751693.00,91
Europe,NLD,Skoda,Octavia,Sedan/ Estate,5,4,2002,Manual/ Automatic,Petrol/ Diesel/ Hybrid,6156196.00,72
Europe,NLD,Skoda,Superb,Sedan/ Estate,5,4,2010,Manual/ Automatic,Petrol/ Diesel/ Hybrid,1371221.00,86
Europe,NLD,Smart,Fortwo,Coupe/ Cabrio,2,2,2018,Automatic,Electric,8034225.00,58
Europe,NLD,Smart,Forfour,Hatchback,4,5,2012,Automatic,Electric,4200046.00,64
